game_id,team,inning,score
2479,1,3,2
2479,0,4,0
2479,1,4,0
2479,0,5,1
2479,1,5,0
2479,0,6,0
2479,1,6,1
2479,0,7,0
2479,1,7,0
2479,0,8,0
2479,1,8,1
2479,0,9,0
2479,1,9,0
2480,0,1,0
2480,1,1,1
2480,0,2,0
2480,1,2,4
2480,0,3,0
2480,1,3,0
2480,0,4,3
2480,1,4,2
2480,0,5,0
2480,1,5,0
2480,0,6,2
2480,1,6,5
2480,0,7,0
2480,1,7,0
2480,0,8,0
2480,1,8,0
2480,0,9,0
2480,1,9,0
2481,0,1,0
2481,1,1,2
2481,0,2,0
2481,1,2,0
2481,0,3,1
2481,1,3,0
2481,0,4,0
2481,1,4,0
2481,0,5,2
2481,1,5,0
2481,0,6,0
2481,1,6,0
2481,0,7,1
2481,1,7,0
2481,0,8,2
2481,1,8,0
2481,0,9,0
2481,1,9,0
2482,0,1,0
2482,1,1,1
2482,0,2,0
2482,1,2,0
2482,0,3,1
2482,1,3,1
2482,0,4,0
2482,1,4,0
2482,0,5,0
2482,1,5,0
2482,0,6,0
2482,1,6,2
2482,0,7,0
2482,1,7,0
2482,0,8,2
2482,1,8,1
2482,0,9,0
2482,1,9,0
2483,0,1,3
2483,1,1,0
2483,0,2,1
2483,1,2,1
2483,0,3,0
2483,1,3,0
2483,0,4,0
2483,1,4,0
2483,0,5,1
2483,1,5,5
2483,0,6,0
2483,1,6,1
2483,0,7,2
2483,1,7,0
2483,0,8,0
2483,1,8,0
2483,0,9,3
2483,1,9,0
2484,0,1,0
2484,1,1,0
2484,0,2,1
2484,1,2,0
2484,0,3,1
2484,1,3,0
2484,0,4,0
2484,1,4,0
2484,0,5,1
2484,1,5,0
2484,0,6,0
2484,1,6,0
2484,0,7,0
2484,1,7,1
2484,0,8,0
2484,1,8,0
2484,0,9,0
2484,1,9,0
2485,0,1,1
2485,1,1,0
2485,0,2,0
2485,1,2,0
2485,0,3,0
2485,1,3,0
2485,0,4,0
2485,1,4,2
2485,0,5,0
2485,1,5,0
2485,0,6,0
2485,1,6,0
2485,0,7,0
2485,1,7,0
2485,0,8,0
2485,1,8,1
2485,0,9,0
2485,1,9,0
2486,0,1,0
2486,1,1,0
2486,0,2,0
2486,1,2,1
2486,0,3,3
2486,1,3,0
2486,0,4,1
2486,1,4,1
2486,0,5,2
2486,1,5,0
2486,0,6,0
2486,1,6,0
2486,0,7,0
2486,1,7,4
2486,0,8,0
2486,1,8,0
2486,0,9,0
2486,1,9,0
2486,0,10,1
2486,1,10,0
2487,0,1,1
2487,1,1,0
2487,0,2,0
2487,1,2,0
2487,0,3,0
2487,1,3,0
2487,0,4,0
2487,1,4,1
2487,0,5,1
2487,1,5,1
2487,0,6,0
2487,1,6,0
2487,0,7,0
2487,1,7,0
2487,0,8,0
2487,1,8,0
2487,0,9,0
2487,1,9,1
2488,0,1,0
2488,1,1,0
2488,0,2,0
2488,1,2,1
2488,0,3,0
2488,1,3,0
2488,0,4,1
2488,1,4,0
2488,0,5,0
2488,1,5,0
2488,0,6,0
2488,1,6,0
2488,0,7,0
2488,1,7,1
2488,0,8,2
2488,1,8,0
2488,0,9,0
2488,1,9,0
2489,0,1,1
2489,1,1,0
2489,0,2,0
2489,1,2,0
2489,0,3,0
2489,1,3,0
2489,0,4,1
2489,1,4,0
2489,0,5,0
2489,1,5,0
2489,0,6,3
2489,1,6,0
2489,0,7,0
2489,1,7,0
2489,0,8,0
2489,1,8,2
2489,0,9,6
2489,1,9,0
2490,0,1,0
2490,1,1,0
2490,0,2,2
2490,1,2,2
2490,0,3,0
2490,1,3,1
2490,0,4,1
2490,1,4,0
2490,0,5,0
2490,1,5,0
2490,0,6,0
2490,1,6,2
2490,0,7,0
2490,1,7,0
2490,0,8,0
2490,1,8,1
2490,0,9,0
2490,1,9,0
2491,0,1,0
2491,1,1,1
2491,0,2,0
2491,1,2,0
2491,0,3,0
2491,1,3,0
2491,0,4,0
2491,1,4,0
2491,0,5,0
2491,1,5,0
2491,0,6,2
2491,1,6,0
2491,0,7,2
2491,1,7,1
2491,0,8,3
2491,1,8,0
2491,0,9,0
2491,1,9,0
2492,0,1,0
2492,1,1,0
2492,0,2,0
2492,1,2,0
2492,0,3,0
2492,1,3,0
2492,0,4,0
2492,1,4,0
2492,0,5,0
2492,1,5,0
2492,0,6,0
2492,1,6,0
2492,0,7,0
2492,1,7,0
2492,0,8,1
2492,1,8,0
2492,0,9,2
2492,1,9,1
2493,0,1,0
2493,1,1,0
2493,0,2,1
2493,1,2,0
2493,0,3,0
2493,1,3,0
2493,0,4,0
2493,1,4,0
2493,0,5,2
2493,1,5,0
2493,0,6,0
2493,1,6,2
2493,0,7,0
2493,1,7,0
2493,0,8,3
2493,1,8,1
2493,0,9,2
2493,1,9,0
2494,0,1,0
2494,1,1,0
2494,0,2,0
2494,1,2,0
2494,0,3,0
2494,1,3,4
2494,0,4,0
2494,1,4,0
2494,0,5,0
2494,1,5,0
2494,0,6,1
2494,1,6,0
2494,0,7,6
2494,1,7,4
2494,0,8,0
2494,1,8,0
2494,0,9,0
2494,1,9,0
2495,0,1,0
2495,1,1,0
2495,0,2,0
2495,1,2,0
2495,0,3,0
2495,1,3,0
2495,0,4,1
2495,1,4,5
2495,0,5,1
2495,1,5,0
2495,0,6,0
2495,1,6,0
2495,0,7,0
2495,1,7,0
2495,0,8,3
2495,1,8,0
2495,0,9,0
2495,1,9,0
2495,0,10,0
2495,1,10,0
2495,0,11,1
2495,1,11,0
2496,0,1,0
2496,1,1,0
2496,0,2,0
2496,1,2,1
2496,0,3,0
2496,1,3,0
2496,0,4,0
2496,1,4,0
2496,0,5,0
2496,1,5,5
2496,0,6,0
2496,1,6,0
2496,0,7,4
2496,1,7,2
2496,0,8,1
2496,1,8,0
2496,0,9,1
2496,1,9,0
2497,0,1,2
2497,1,1,0
2497,0,2,2
2497,1,2,2
2497,0,3,0
2497,1,3,0
2497,0,4,0
2497,1,4,0
2497,0,5,2
2497,1,5,1
2497,0,6,1
2497,1,6,4
2497,0,7,0
2497,1,7,0
2497,0,8,0
2497,1,8,3
2497,0,9,2
2497,1,9,0
2498,0,1,0
2498,1,1,0
2498,0,2,0
2498,1,2,0
2498,0,3,0
2498,1,3,5
2498,0,4,0
2498,1,4,0
2498,0,5,0
2498,1,5,0
2498,0,6,0
2498,1,6,1
2498,0,7,0
2498,1,7,0
2498,0,8,4
2498,1,8,1
2498,0,9,0
2498,1,9,0
2499,0,1,2
2499,1,1,0
2499,0,2,0
2499,1,2,0
2499,0,3,0
2499,1,3,0
2499,0,4,0
2499,1,4,0
2499,0,5,1
2499,1,5,0
2499,0,6,0
2499,1,6,3
2499,0,7,0
2499,1,7,0
2499,0,8,0
2499,1,8,0
2499,0,9,1
2499,1,9,2
2500,0,1,0
2500,1,1,0
2500,0,2,0
2500,1,2,0
2500,0,3,2
2500,1,3,0
2500,0,4,0
2500,1,4,0
2500,0,5,0
2500,1,5,2
2500,0,6,0
2500,1,6,0
2500,0,7,0
2500,1,7,1
2500,0,8,0
2500,1,8,0
2500,0,9,0
2500,1,9,0
2501,0,1,1
2501,1,1,0
2501,0,2,0
2501,1,2,0
2501,0,3,2
2501,1,3,1
2501,0,4,1
2501,1,4,2
2501,0,5,0
2501,1,5,0
2501,0,6,1
2501,1,6,2
2501,0,7,0
2501,1,7,3
2501,0,8,0
2501,1,8,2
2501,0,9,6
2501,1,9,1
2501,0,10,1
2501,1,10,2
2502,0,1,1
2502,1,1,1
2502,0,2,0
2502,1,2,3
2502,0,3,0
2502,1,3,0
2502,0,4,0
2502,1,4,1
2502,0,5,0
2502,1,5,0
2502,0,6,0
2502,1,6,0
2502,0,7,0
2502,1,7,4
2502,0,8,0
2502,1,8,0
2502,0,9,0
2502,1,9,0
2503,0,1,3
2503,1,1,2
2503,0,2,0
2503,1,2,1
2503,0,3,0
2503,1,3,0
2503,0,4,2
2503,1,4,0
2503,0,5,0
2503,1,5,0
2503,0,6,0
2503,1,6,0
2503,0,7,0
2503,1,7,0
2503,0,8,1
2503,1,8,1
2503,0,9,0
2503,1,9,0
2504,0,1,0
2504,1,1,0
2504,0,2,0
2504,1,2,0
2504,0,3,0
2504,1,3,0
2504,0,4,1
2504,1,4,2
2504,0,5,0
2504,1,5,0
2504,0,6,0
2504,1,6,0
2504,0,7,0
2504,1,7,0
2504,0,8,0
2504,1,8,1
2504,0,9,1
2504,1,9,0
2505,0,1,0
2505,1,1,1
2505,0,2,0
2505,1,2,0
2505,0,3,0
2505,1,3,0
2505,0,4,0
2505,1,4,0
2505,0,5,0
2505,1,5,0
2505,0,6,0
2505,1,6,0
2505,0,7,0
2505,1,7,0
2505,0,8,0
2505,1,8,0
2505,0,9,0
2505,1,9,0
2506,0,1,2
2506,1,1,0
2506,0,2,0
2506,1,2,3
2506,0,3,0
2506,1,3,0
2506,0,4,0
2506,1,4,0
2506,0,5,0
2506,1,5,1
2506,0,6,1
2506,1,6,0
2506,0,7,0
2506,1,7,0
2506,0,8,1
2506,1,8,0
2506,0,9,2
2506,1,9,1
2507,0,1,0
2507,1,1,0
2507,0,2,0
2507,1,2,0
2507,0,3,0
2507,1,3,0
2507,0,4,1
2507,1,4,2
2507,0,5,0
2507,1,5,0
2507,0,6,0
2507,1,6,0
2507,0,7,0
2507,1,7,0
2507,0,8,6
2507,1,8,1
2507,0,9,0
2507,1,9,0
2508,0,1,0
2508,1,1,0
2508,0,2,0
2508,1,2,0
2508,0,3,0
2508,1,3,0
2508,0,4,0
2508,1,4,0
2508,0,5,0
2508,1,5,0
2508,0,6,0
2508,1,6,3
2508,0,7,0
2508,1,7,0
2508,0,8,0
2508,1,8,0
2508,0,9,0
2508,1,9,0
2509,0,1,0
2509,1,1,0
2509,0,2,0
2509,1,2,0
2509,0,3,0
2509,1,3,0
2509,0,4,0
2509,1,4,2
2509,0,5,0
2509,1,5,0
2509,0,6,0
2509,1,6,0
2509,0,7,0
2509,1,7,0
2509,0,8,2
2509,1,8,0
2509,0,9,0
2509,1,9,1
2510,0,1,1
2510,1,1,0
2510,0,2,0
2510,1,2,0
2510,0,3,2
2510,1,3,0
2510,0,4,0
2510,1,4,0
2510,0,5,0
2510,1,5,0
2510,0,6,0
2510,1,6,0
2510,0,7,0
2510,1,7,0
2510,0,8,0
2510,1,8,0
2510,0,9,1
2510,1,9,0
2511,0,1,2
2511,1,1,1
2511,0,2,0
2511,1,2,0
2511,0,3,2
2511,1,3,0
2511,0,4,0
2511,1,4,0
2511,0,5,1
2511,1,5,0
2511,0,6,0
2511,1,6,3
2511,0,7,1
2511,1,7,2
2511,0,8,0
2511,1,8,0
2511,0,9,0
2511,1,9,0
2511,0,10,0
2511,1,10,0
2511,0,11,2
2511,1,11,0
2512,0,1,0
2512,1,1,0
2512,0,2,0
2512,1,2,0
2512,0,3,0
2512,1,3,0
2512,0,4,0
2512,1,4,0
2512,0,5,2
2512,1,5,0
2512,0,6,1
2512,1,6,2
2512,0,7,0
2512,1,7,0
2512,0,8,0
2512,1,8,0
2512,0,9,0
2512,1,9,0
2513,0,1,0
2513,1,1,0
2513,0,2,0
2513,1,2,0
2513,0,3,0
2513,1,3,0
2513,0,4,0
2513,1,4,4
2513,0,5,2
2513,1,5,0
2513,0,6,3
2513,1,6,0
2513,0,7,2
2513,1,7,0
2513,0,8,0
2513,1,8,0
2513,0,9,4
2513,1,9,0
2514,0,1,0
2514,1,1,0
2514,0,2,2
2514,1,2,0
2514,0,3,0
2514,1,3,0
2514,0,4,0
2514,1,4,2
2514,0,5,0
2514,1,5,0
2514,0,6,2
2514,1,6,0
2514,0,7,0
2514,1,7,0
2514,0,8,7
2514,1,8,0
2514,0,9,0
2514,1,9,0
2515,0,1,0
2515,1,1,1
2515,0,2,0
2515,1,2,1
2515,0,3,0
2515,1,3,7
2515,0,4,0
2515,1,4,0
2515,0,5,0
2515,1,5,0
2515,0,6,0
2515,1,6,0
2515,0,7,0
2515,1,7,1
2515,0,8,0
2515,1,8,0
2515,0,9,0
2515,1,9,0
2516,0,1,0
