game_id,league_id,home_team,away_team,attendance,date,time,game_type,played,dh,innings,runs0,runs1,hits0,hits1,errors0,errors1,winning_pitcher,losing_pitcher,save_pitcher,starter0,starter1
725,100,15,30,43156,"2018-6-1",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,100,20,11,37329,"2018-6-1",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,100,17,19,24570,"2018-6-1",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,100,24,27,24232,"2018-6-1",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,100,18,25,26626,"2018-6-1",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,100,28,16,36602,"2018-6-1",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,100,26,22,39315,"2018-6-1",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,100,9,10,37226,"2018-6-2",1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,100,5,8,37375,"2018-6-2",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,100,4,7,41777,"2018-6-2",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,100,21,12,37871,"2018-6-2",1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,100,6,2,28772,"2018-6-2",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,100,14,13,30586,"2018-6-2",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,100,3,1,41598,"2018-6-2",1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,100,29,23,35738,"2018-6-2",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,100,15,30,43501,"2018-6-2",1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,100,20,11,37113,"2018-6-2",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,100,17,19,24659,"2018-6-2",1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,100,24,27,24365,"2018-6-2",1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,100,18,25,26459,"2018-6-2",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,100,28,16,36645,"2018-6-2",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,100,26,22,39353,"2018-6-2",1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,100,9,10,37226,"2018-6-3",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,100,5,8,37450,"2018-6-3",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,100,4,7,41487,"2018-6-3",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,100,21,12,37828,"2018-6-3",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,100,6,2,28742,"2018-6-3",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,100,14,13,30971,"2018-6-3",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,100,3,1,41231,"2018-6-3",1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,100,29,23,35612,"2018-6-3",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,100,15,30,43349,"2018-6-3",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,100,20,11,37304,"2018-6-3",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,100,17,19,24787,"2018-6-3",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,100,24,27,24566,"2018-6-3",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,100,18,25,26744,"2018-6-3",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,100,28,16,36552,"2018-6-3",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,100,26,22,39466,"2018-6-3",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,100,12,14,39320,"2018-6-4",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,100,5,9,37459,"2018-6-4",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,100,4,13,41136,"2018-6-4",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,100,7,8,27289,"2018-6-4",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,100,11,16,34457,"2018-6-4",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,100,6,21,28792,"2018-6-4",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,100,1,2,32256,"2018-6-4",1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,100,3,27,41261,"2018-6-4",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,100,29,10,35673,"2018-6-4",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,100,20,24,37139,"2018-6-4",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,100,25,17,34664,"2018-6-4",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,100,18,19,26481,"2018-6-4",1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,100,22,30,32093,"2018-6-4",1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,100,28,26,36399,"2018-6-4",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,100,23,15,42690,"2018-6-4",1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,100,12,14,39650,"2018-6-5",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,100,5,9,36800,"2018-6-5",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,100,4,13,41451,"2018-6-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,100,7,8,27115,"2018-6-5",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,100,11,16,34105,"2018-6-5",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,100,6,21,28413,"2018-6-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,100,1,2,32368,"2018-6-5",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,100,3,27,41185,"2018-6-5",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,100,29,10,35963,"2018-6-5",1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,100,20,24,37363,"2018-6-5",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,100,25,17,35001,"2018-6-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,100,18,19,26596,"2018-6-5",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,100,22,30,32088,"2018-6-5",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,100,28,26,36443,"2018-6-5",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,100,23,15,42678,"2018-6-5",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,100,12,14,37327,"2018-6-6",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,100,5,9,36922,"2018-6-6",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,100,4,13,41270,"2018-6-6",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,100,7,8,27134,"2018-6-6",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,100,11,16,34352,"2018-6-6",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,100,6,21,28335,"2018-6-6",1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,100,10,29,37968,"2018-6-6",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,100,1,2,32228,"2018-6-6",1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,100,3,27,41256,"2018-6-6",1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,100,20,24,37289,"2018-6-6",1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,100,25,17,34969,"2018-6-6",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,100,18,19,26595,"2018-6-6",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,100,22,30,32305,"2018-6-6",1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,100,28,26,36714,"2018-6-6",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,100,23,15,42637,"2018-6-6",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,100,12,9,39655,"2018-6-7",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,100,4,13,41523,"2018-6-7",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,100,11,6,34540,"2018-6-7",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,100,10,29,38159,"2018-6-7",1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,100,3,14,41582,"2018-6-7",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,100,20,19,37239,"2018-6-7",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,100,25,17,35980,"2018-6-7",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,100,23,15,42875,"2018-6-7",1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,100,12,9,39602,"2018-6-8",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,100,8,5,35733,"2018-6-8",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,100,7,4,27132,"2018-6-8",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,100,11,6,34366,"2018-6-8",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,100,13,26,24371,"2018-6-8",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,100,10,2,38151,"2018-6-8",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,100,1,21,31684,"2018-6-8",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,100,3,14,41152,"2018-6-8",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,100,30,23,38925,"2018-6-8",1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,100,27,16,24194,"2018-6-8",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,100,20,19,37318,"2018-6-8",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,100,17,15,24379,"2018-6-8",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,100,25,18,35390,"2018-6-8",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,100,24,28,24226,"2018-6-8",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,100,22,29,31584,"2018-6-8",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,100,12,9,39849,"2018-6-9",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,100,8,5,36228,"2018-6-9",1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,100,7,4,27551,"2018-6-9",1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,100,11,6,34509,"2018-6-9",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,100,13,26,24607,"2018-6-9",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,100,10,2,38638,"2018-6-9",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,100,1,21,31698,"2018-6-9",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,100,3,14,41596,"2018-6-9",1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,100,30,23,39086,"2018-6-9",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,100,27,16,24752,"2018-6-9",1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,100,20,19,37355,"2018-6-9",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,100,17,15,24521,"2018-6-9",1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,100,25,18,35928,"2018-6-9",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,100,24,28,24632,"2018-6-9",1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,100,22,29,32187,"2018-6-9",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,100,12,9,39669,"2018-6-10",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,100,8,5,36181,"2018-6-10",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,100,7,4,27504,"2018-6-10",1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,100,11,6,34798,"2018-6-10",1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,100,13,26,24583,"2018-6-10",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,100,10,2,37927,"2018-6-10",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,100,1,21,31812,"2018-6-10",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,100,3,14,41713,"2018-6-10",1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,100,30,23,39151,"2018-6-10",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,100,27,16,24628,"2018-6-10",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,100,20,19,37054,"2018-6-10",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,100,17,15,24884,"2018-6-10",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,100,25,18,35639,"2018-6-10",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,100,24,28,24699,"2018-6-10",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,100,22,29,32165,"2018-6-10",1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,100,7,21,27993,"2018-6-11",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,100,13,3,24679,"2018-6-11",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,100,16,24,29159,"2018-6-11",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,100,30,20,38945,"2018-6-11",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,100,27,23,24869,"2018-6-11",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,100,15,26,43436,"2018-6-11",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,100,17,28,24818,"2018-6-11",1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,100,12,18,39747,"2018-6-12",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,100,8,11,36082,"2018-6-12",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,100,7,21,28127,"2018-6-12",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,100,14,9,30063,"2018-6-12",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,100,13,3,24432,"2018-6-12",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,100,10,6,38170,"2018-6-12",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,100,2,5,28248,"2018-6-12",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,100,1,25,31158,"2018-6-12",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,100,19,22,35074,"2018-6-12",1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,100,16,24,29307,"2018-6-12",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,100,30,20,39108,"2018-6-12",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,100,27,23,24532,"2018-6-12",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,100,29,4,36630,"2018-6-12",1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,100,15,26,43796,"2018-6-12",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,100,17,28,24487,"2018-6-12",1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,100,12,18,39737,"2018-6-13",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,100,8,11,36165,"2018-6-13",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,100,7,21,28485,"2018-6-13",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,100,14,9,30083,"2018-6-13",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,100,13,3,24326,"2018-6-13",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,100,10,6,37447,"2018-6-13",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,100,2,5,28507,"2018-6-13",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,100,1,25,31456,"2018-6-13",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,100,19,22,35206,"2018-6-13",1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,100,16,24,29024,"2018-6-13",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,100,30,20,39244,"2018-6-13",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,100,27,23,24663,"2018-6-13",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,100,29,4,36821,"2018-6-13",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,100,15,26,43552,"2018-6-13",1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,100,17,28,24288,"2018-6-13",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897,100,8,11,36356,"2018-6-14",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,100,7,21,28383,"2018-6-14",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,100,14,9,29720,"2018-6-14",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,100,10,6,37632,"2018-6-14",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,100,2,5,28482,"2018-6-14",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,100,19,22,34912,"2018-6-14",1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,100,16,24,29093,"2018-6-14",1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,100,30,29,38943,"2018-6-14",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,100,27,23,24865,"2018-6-14",1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,100,17,28,24517,"2018-6-14",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,100,18,20,27038,"2018-6-14",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,100,9,8,37299,"2018-6-15",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,100,4,5,41510,"2018-6-15",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,100,21,11,38262,"2018-6-15",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,100,14,12,30182,"2018-6-15",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,100,10,3,37456,"2018-6-15",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,100,2,13,28329,"2018-6-15",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,100,19,17,35229,"2018-6-15",1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,100,16,25,29383,"2018-6-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,100,30,29,39154,"2018-6-15",1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,100,15,27,43379,"2018-6-15",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,100,18,20,26982,"2018-6-15",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,100,22,7,32085,"2018-6-15",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,100,28,6,36480,"2018-6-15",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
921,100,23,24,43287,"2018-6-15",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
922,100,26,1,39879,"2018-6-15",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,100,9,8,37315,"2018-6-16",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924,100,4,5,41740,"2018-6-16",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,100,21,11,38415,"2018-6-16",1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,100,14,12,29986,"2018-6-16",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
927,100,10,3,37910,"2018-6-16",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,100,2,13,28314,"2018-6-16",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,100,2,13,28442,"2018-6-16",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,100,19,17,35264,"2018-6-16",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,100,16,25,28751,"2018-6-16",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,100,30,29,39185,"2018-6-16",1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,100,15,27,43460,"2018-6-16",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,100,18,20,27114,"2018-6-16",1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,100,22,7,32018,"2018-6-16",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,100,28,6,36668,"2018-6-16",1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,100,23,24,43065,"2018-6-16",1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,100,26,1,39736,"2018-6-16",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,100,9,8,37151,"2018-6-17",1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,100,4,5,41695,"2018-6-17",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,100,21,11,38291,"2018-6-17",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,100,14,12,29829,"2018-6-17",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,100,10,3,37595,"2018-6-17",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,100,2,13,28505,"2018-6-17",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,100,19,17,35265,"2018-6-17",1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,100,16,25,28794,"2018-6-17",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,100,30,29,39046,"2018-6-17",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,100,15,27,43585,"2018-6-17",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,100,18,20,26792,"2018-6-17",1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,100,22,7,32016,"2018-6-17",1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951,100,28,6,36537,"2018-6-17",1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,100,23,24,43232,"2018-6-17",1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,100,26,1,39867,"2018-6-17",1810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,100,9,24,37263,"2018-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,100,5,12,37293,"2018-6-18",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,100,21,1,38245,"2018-6-18",1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
957,100,11,14,35282,"2018-6-18",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,100,6,10,28177,"2018-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,100,25,30,35774,"2018-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,100,18,29,26969,"2018-6-18",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,100,22,27,32200,"2018-6-18",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,100,26,16,40043,"2018-6-18",1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,100,9,24,37166,"2018-6-19",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,100,5,12,37345,"2018-6-19",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,100,4,15,41727,"2018-6-19",1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,100,8,19,36017,"2018-6-19",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,100,21,1,38537,"2018-6-19",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,100,11,14,35314,"2018-6-19",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,100,6,10,28062,"2018-6-19",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,100,3,2,41688,"2018-6-19",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,100,20,13,37317,"2018-6-19",2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
972,100,25,30,35807,"2018-6-19",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,100,18,29,26891,"2018-6-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974,100,22,27,31805,"2018-6-19",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,100,28,7,36550,"2018-6-19",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,100,23,17,43374,"2018-6-19",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,100,26,16,40054,"2018-6-19",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,100,5,12,37082,"2018-6-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,100,4,15,41672,"2018-6-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,100,8,19,36193,"2018-6-20",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,100,21,1,38037,"2018-6-20",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
982,100,11,14,35358,"2018-6-20",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983,100,6,10,27981,"2018-6-20",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,100,3,2,41898,"2018-6-20",1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,100,20,13,37191,"2018-6-20",1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,100,25,30,35995,"2018-6-20",1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,100,24,9,24903,"2018-6-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,100,18,29,26387,"2018-6-20",1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,100,22,27,31634,"2018-6-20",1240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,100,28,7,36362,"2018-6-20",1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,100,23,17,43045,"2018-6-20",1915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
