player_id,league_id,streak_id,value,has_ended,started,ended
10979,100,2,1,1,"2000-8-27","2000-8-28"
10979,100,0,2,0,"2000-9-27",NULL
10979,100,1,2,0,"2000-9-27",NULL
10985,100,5,8,1,"2002-4-4","2002-5-29"
10985,100,7,10,1,"2002-4-4","2002-5-29"
10985,100,6,8,1,"2005-6-28","2006-4-22"
10985,100,1,1,1,"2006-4-22","2006-4-27"
10985,100,0,1,1,"2006-7-1","2008-6-27"
10985,100,3,1,1,"2006-7-6","2008-6-27"
10985,100,6,3,0,"2009-7-21",NULL
10988,100,6,1,0,"2000-6-1",NULL
10988,100,4,1,0,"2000-6-2",NULL
10999,100,0,3,1,"2000-9-29","2001-4-12"
10999,100,2,2,1,"2000-9-29","2001-4-8"
10999,100,3,3,1,"2000-9-29","2001-4-12"
10999,100,1,3,1,"2000-9-29","2001-4-12"
10999,100,0,1,0,"2001-8-8",NULL
11013,100,6,2,1,"2002-8-29","2003-7-12"
11013,100,5,2,1,"2003-7-12","2003-7-26"
11013,100,7,2,1,"2003-7-12","2003-7-26"
11013,100,5,1,0,"2003-9-19",NULL
11014,100,2,4,1,"2002-7-28","2002-8-1"
11014,100,1,8,1,"2003-4-23","2003-5-3"
11014,100,0,17,1,"2007-6-3","2007-6-24"
11014,100,3,6,1,"2010-7-20","2010-7-27"
11014,100,1,1,0,"2011-9-27",NULL
11018,100,0,2,1,"2000-4-12","2000-4-29"
11018,100,1,1,1,"2000-4-22","2000-4-29"
11018,100,1,1,0,"2000-6-13",NULL
11023,100,4,2,1,"2000-4-23","2000-6-23"
11023,100,5,7,1,"2000-5-9","2001-7-4"
11023,100,7,1,1,"2000-9-22","2001-8-6"
11023,100,4,2,0,"2001-5-17",NULL
11023,100,6,3,1,"2001-7-4","2004-7-2"
11023,100,5,1,0,"2004-7-2",NULL
11037,100,4,1,1,"2001-5-2","2001-9-8"
11037,100,5,3,1,"2001-6-16","2001-9-8"
11037,100,1,1,1,"2001-8-11","2001-8-17"
11037,100,0,1,1,"2001-8-23","2001-9-3"
11037,100,3,1,1,"2001-8-23","2001-9-3"
11037,100,7,3,1,"2002-8-5","2002-8-23"
11037,100,6,3,1,"2002-8-23","2003-7-10"
11037,100,4,2,0,"2003-8-20",NULL
11037,100,5,1,0,"2004-9-8",NULL
11038,100,0,1,0,"2001-10-7",NULL
11038,100,1,1,0,"2001-10-7",NULL
11045,100,5,4,1,"2000-6-21","2000-8-22"
11045,100,1,1,1,"2000-8-22","2000-9-5"
11045,100,6,3,1,"2001-7-14","2005-4-30"
11045,100,4,2,0,"2001-9-7",NULL
11045,100,5,3,0,"2005-4-30",NULL
11045,100,0,1,0,"2005-6-23",NULL
11046,100,6,2,1,"2000-4-7","2000-4-20"
11046,100,5,2,0,"2000-4-20",NULL
11046,100,7,2,0,"2000-4-20",NULL
11046,100,3,1,1,"2000-7-27","2000-8-13"
11046,100,1,1,1,"2000-9-7","2000-9-18"
11046,100,0,1,1,"2000-9-18","2000-9-23"
11071,100,3,4,1,"2000-8-2","2000-8-9"
11071,100,1,4,1,"2001-10-6","2002-4-11"
11071,100,2,2,1,"2003-7-4","2003-7-12"
11071,100,0,6,1,"2004-10-3","2005-5-8"
11090,100,0,3,1,"2001-5-27","2001-5-31"
11090,100,1,2,1,"2001-5-28","2001-5-31"
11090,100,3,1,1,"2004-9-30","2004-10-3"
11090,100,0,2,0,"2006-9-17",NULL
11090,100,3,1,0,"2006-10-1",NULL
11093,100,6,4,0,"2000-5-8",NULL
11093,100,7,2,1,"2000-7-17","2000-9-24"
11096,100,1,5,1,"2001-9-23","2001-10-4"
11096,100,0,7,1,"2001-9-28","2002-4-9"
11096,100,3,5,1,"2001-10-2","2002-4-9"
11096,100,2,3,1,"2001-10-5","2002-4-9"
11096,100,0,1,0,"2003-9-4",NULL
11096,100,2,1,0,"2003-9-4",NULL
11096,100,3,1,0,"2003-9-4",NULL
11096,100,1,1,0,"2003-9-4",NULL
11099,100,0,1,1,"2000-5-16","2000-5-20"
11099,100,2,1,1,"2000-5-16","2000-5-20"
11099,100,3,1,1,"2000-5-16","2000-5-20"
11099,100,1,1,1,"2000-8-7","2000-8-18"
11103,100,5,3,1,"2001-8-25","2002-4-13"
11103,100,7,3,1,"2001-8-25","2002-4-13"
11103,100,1,1,1,"2001-10-4","2003-4-25"
11103,100,6,7,1,"2002-4-13","2002-6-6"
11103,100,7,1,0,"2002-6-6",NULL
11103,100,5,1,0,"2003-6-27",NULL
11103,100,0,1,1,"2003-7-10","2003-8-10"
11103,100,4,1,0,"2003-7-10",NULL
11103,100,3,1,1,"2003-8-10","2003-9-10"
11125,100,6,2,1,"2003-4-2","2003-9-2"
11125,100,5,1,1,"2003-9-2","2003-9-9"
11125,100,5,3,0,"2004-4-18",NULL
11125,100,4,1,1,"2004-7-3","2004-8-31"
11125,100,4,1,0,"2004-9-4",NULL
11127,100,0,1,1,"2000-5-1","2000-5-6"
11127,100,5,2,1,"2000-5-1","2005-5-11"
11127,100,7,2,0,"2000-5-1",NULL
11127,100,6,1,1,"2005-5-11","2005-6-11"
11127,100,5,2,0,"2005-6-11",NULL
11149,100,4,5,1,"2000-5-1","2000-9-27"
11149,100,6,5,1,"2002-9-12","2004-5-6"
11149,100,5,2,1,"2004-8-12","2004-9-4"
11149,100,6,2,0,"2004-9-4",NULL
11149,100,4,1,0,"2004-9-30",NULL
11156,100,2,1,1,"2000-9-25","2000-9-30"
11156,100,7,6,1,"2000-9-25","2001-8-26"
11156,100,3,1,1,"2001-9-8","2001-9-17"
11156,100,5,4,1,"2001-9-8","2002-4-3"
11156,100,0,2,1,"2001-9-22","2001-10-5"
11156,100,1,2,1,"2001-9-22","2001-10-5"
11156,100,6,5,1,"2002-4-3","2002-5-19"
11156,100,6,1,0,"2003-6-24",NULL
11156,100,0,2,0,"2003-9-14",NULL
11156,100,1,1,0,"2003-9-16",NULL
11171,100,3,4,1,"2000-6-25","2000-7-1"
11171,100,2,3,1,"2000-9-5","2000-9-8"
11171,100,0,24,1,"2001-4-16","2001-5-15"
11171,100,1,6,1,"2002-5-20","2002-6-5"
11171,100,0,2,0,"2002-9-29",NULL
11205,100,6,4,1,"2000-6-26","2000-7-18"
11205,100,5,13,1,"2004-6-30","2004-9-30"
11205,100,7,17,1,"2004-6-30","2004-9-30"
11205,100,5,1,0,"2006-9-28",NULL
11205,100,7,1,0,"2006-9-28",NULL
11222,100,1,5,1,"2001-4-20","2001-8-26"
11222,100,0,3,1,"2001-5-1","2001-8-26"
11222,100,2,2,1,"2001-5-1","2001-8-24"
11222,100,3,2,1,"2001-5-1","2001-8-24"
11223,100,4,1,0,"2000-8-23",NULL
11223,100,6,1,0,"2000-8-30",NULL
11234,100,0,8,1,"2000-7-30","2000-8-7"
11234,100,3,2,1,"2000-8-6","2000-8-8"
11234,100,2,1,1,"2000-8-29","2000-8-30"
11234,100,1,2,1,"2000-9-12","2000-9-15"
11235,100,0,22,1,"2001-8-11","2001-9-3"
11235,100,2,5,1,"2005-4-20","2005-4-26"
11235,100,3,7,1,"2005-8-11","2005-8-19"
11235,100,1,8,1,"2010-10-3","2011-4-9"
11236,100,0,1,1,"2000-9-15","2000-9-27"
11237,100,0,3,1,"2001-5-5","2001-5-19"
11237,100,1,3,1,"2001-5-19","2001-7-31"
11237,100,2,1,1,"2002-6-12","2002-6-17"
11237,100,3,1,1,"2002-6-12","2002-6-17"
11239,100,3,10,1,"2001-5-9","2001-5-20"
11239,100,0,19,1,"2001-6-30","2001-7-22"
11239,100,1,13,1,"2007-5-13","2007-5-27"
11239,100,2,4,1,"2008-6-17","2008-6-22"
11239,100,0,1,0,"2011-4-5",NULL
11251,100,7,1,0,"2000-4-26",NULL
11259,100,0,19,1,"2000-7-9","2000-8-1"
11259,100,2,2,1,"2001-4-15","2001-4-17"
11259,100,3,5,1,"2001-4-15","2001-4-21"
11259,100,1,7,1,"2001-5-17","2001-5-26"
11259,100,0,1,0,"2006-10-1",NULL
11270,100,5,3,1,"2000-8-12","2000-9-8"
11270,100,6,6,1,"2000-9-8","2001-5-12"
11270,100,7,9,1,"2001-6-12","2001-8-2"
11270,100,0,1,0,"2001-7-8",NULL
11270,100,7,2,0,"2001-8-29",NULL
11270,100,5,1,0,"2001-9-8",NULL
11297,100,5,3,1,"2005-9-14","2006-5-23"
11297,100,6,1,1,"2006-8-14","2006-8-20"
11297,100,5,1,0,"2006-8-20",NULL
11309,100,0,2,1,"2000-8-25","2000-9-5"
11309,100,1,2,1,"2000-8-25","2000-9-5"
11309,100,2,1,1,"2000-9-15","2000-9-23"
11309,100,7,4,1,"2001-4-14","2001-5-5"
11309,100,5,3,1,"2001-6-1","2001-10-7"
11309,100,6,2,1,"2001-10-7","2002-8-2"
11309,100,3,1,1,"2002-8-17","2002-9-23"
11309,100,6,3,0,"2002-9-23",NULL
11316,100,0,7,1,"2000-6-20","2000-6-30"
11316,100,1,4,1,"2003-6-21","2003-6-27"
11316,100,3,2,1,"2003-7-17","2003-7-20"
11316,100,2,1,1,"2003-7-22","2003-7-24"
11316,100,0,1,0,"2003-9-25",NULL
11316,100,2,1,0,"2003-9-25",NULL
11316,100,3,1,0,"2003-9-25",NULL
11316,100,1,1,0,"2003-9-25",NULL
11324,100,1,5,1,"2003-9-15","2003-9-19"
11324,100,0,10,1,"2004-9-27","2005-4-9"
11324,100,3,3,1,"2005-7-19","2005-7-29"
11324,100,2,1,1,"2007-9-3","2007-9-6"
11324,100,1,7,0,"2007-9-24",NULL
11324,100,0,6,0,"2007-9-25",NULL
11324,100,3,2,0,"2007-9-29",NULL
11325,100,4,1,1,"2001-6-25","2001-7-12"
11325,100,4,2,0,"2001-9-27",NULL
11325,100,7,9,1,"2002-7-12","2002-8-27"
11325,100,5,6,1,"2002-7-17","2002-8-27"
11325,100,0,2,1,"2003-8-20","2003-8-31"
11325,100,3,2,1,"2003-8-20","2003-8-31"
11325,100,6,7,1,"2004-8-22","2005-4-12"
11325,100,1,1,1,"2005-6-10","2005-6-20"
11325,100,7,1,0,"2008-7-13",NULL
11325,100,5,1,0,"2008-8-10",NULL
11330,100,0,12,1,"2006-6-25","2006-8-13"
11330,100,1,4,1,"2006-7-2","2006-7-20"
11330,100,3,3,1,"2009-9-2","2009-10-1"
11330,100,2,1,1,"2009-9-12","2009-10-1"
11330,100,0,1,0,"2010-7-2",NULL
11330,100,1,1,0,"2010-7-2",NULL
11344,100,1,2,1,"2000-5-23","2000-5-29"
11344,100,0,4,1,"2000-7-1","2000-7-17"
11344,100,2,1,1,"2000-9-1","2000-9-3"
11344,100,3,2,1,"2000-9-5","2000-9-9"
11347,100,5,7,1,"2000-6-7","2000-8-4"
11347,100,7,8,1,"2000-6-7","2000-8-4"
11347,100,0,3,1,"2000-6-29","2000-8-4"
11347,100,1,2,1,"2001-5-9","2001-5-20"
11347,100,2,1,1,"2001-5-15","2001-5-20"
11347,100,3,1,1,"2001-7-15","2001-7-20"
11347,100,6,7,1,"2001-8-22","2002-4-5"
11347,100,5,1,0,"2003-8-17",NULL
11347,100,7,1,0,"2003-8-17",NULL
11349,100,5,6,1,"2001-4-9","2001-8-2"
11349,100,0,1,1,"2002-4-8","2003-7-2"
11349,100,1,1,1,"2002-4-8","2003-7-2"
11349,100,4,1,1,"2003-8-18","2004-6-9"
11349,100,6,2,1,"2004-5-29","2004-7-20"
11349,100,5,2,0,"2004-9-22",NULL
11352,100,1,7,1,"2000-5-9","2000-5-16"
11352,100,0,10,1,"2002-8-21","2002-9-1"
11352,100,2,2,1,"2002-8-29","2002-8-31"
11352,100,3,4,1,"2003-4-17","2003-4-23"
11365,100,7,9,1,"2001-5-3","2001-6-26"
11365,100,6,3,1,"2001-6-26","2002-4-20"
11365,100,7,4,0,"2002-4-14",NULL
11365,100,5,2,1,"2002-4-20","2002-9-18"
11365,100,4,1,1,"2003-5-13","2003-7-29"
11365,100,5,1,0,"2003-8-20",NULL
11399,100,7,5,1,"2000-6-18","2000-7-18"
11399,100,6,6,1,"2001-4-15","2001-5-16"
11399,100,5,3,1,"2001-6-29","2001-7-19"
11399,100,3,1,1,"2001-7-14","2002-5-17"
11399,100,0,1,1,"2002-5-17","2002-5-18"
11399,100,1,1,1,"2002-5-17","2002-5-18"
11399,100,4,1,0,"2002-8-15",NULL
11399,100,6,1,0,"2002-9-22",NULL
11400,100,2,2,1,"2000-7-1","2000-7-3"
11400,100,3,4,1,"2002-6-13","2002-6-23"
11400,100,0,12,1,"2003-6-28","2003-7-19"
11400,100,1,7,1,"2003-9-20","2003-9-28"
11400,100,0,2,0,"2007-7-18",NULL
11400,100,3,2,0,"2007-7-18",NULL
11400,100,1,1,0,"2007-7-24",NULL
11402,100,6,5,1,"2000-6-30","2000-8-28"
11402,100,5,4,1,"2000-8-28","2001-4-29"
11402,100,4,2,1,"2003-6-10","2003-7-30"
11402,100,4,4,0,"2003-8-3",NULL
11402,100,6,1,0,"2004-9-30",NULL
11416,100,3,6,1,"2004-8-20","2004-8-27"
11416,100,0,19,1,"2006-8-26","2006-9-15"
11416,100,1,6,1,"2007-5-28","2007-6-4"
11416,100,2,2,1,"2010-9-16","2010-10-1"
11416,100,0,2,0,"2011-9-26",NULL
11416,100,1,1,0,"2011-9-28",NULL
11437,100,7,2,0,"2004-9-25",NULL
11437,100,5,2,1,"2005-6-21","2005-8-7"
11437,100,6,5,1,"2005-8-7","2007-6-22"
11437,100,4,12,1,"2007-5-20","2007-7-24"
11437,100,4,2,0,"2007-7-26",NULL
11437,100,5,1,0,"2007-9-3",NULL
11438,100,7,1,1,"2003-5-27","2003-6-1"
11438,100,6,2,0,"2003-6-1",NULL
11438,100,7,1,0,"2003-9-13",NULL
11439,100,6,9,1,"2000-9-26","2002-7-22"
11439,100,0,2,1,"2001-8-19","2001-9-9"
11439,100,4,3,1,"2002-8-11","2005-6-24"
11439,100,7,4,1,"2002-9-14","2004-5-23"
11439,100,2,1,1,"2005-4-17","2005-7-5"
11439,100,3,1,1,"2005-4-17","2005-7-5"
11439,100,1,1,1,"2005-4-17","2005-7-5"
11439,100,7,1,0,"2005-7-5",NULL
11439,100,5,3,1,"2008-9-14","2009-5-6"
11439,100,5,1,0,"2010-8-17",NULL
11444,100,5,2,1,"2000-6-6","2000-6-26"
11444,100,7,3,1,"2000-6-6","2000-6-26"
11444,100,0,2,1,"2000-6-11","2000-7-1"
11444,100,6,7,1,"2000-8-16","2000-9-28"
11444,100,3,1,1,"2000-8-21","2000-8-27"
11444,100,1,1,1,"2001-5-4","2001-5-29"
11444,100,7,1,0,"2001-6-9",NULL
11444,100,6,1,0,"2002-7-8",NULL
11444,100,1,1,0,"2002-7-19",NULL
11458,100,3,2,1,"2000-5-22","2000-6-2"
11458,100,1,2,1,"2000-5-22","2000-6-2"
11458,100,4,1,0,"2001-4-12",NULL
11458,100,0,2,1,"2001-7-27","2001-8-8"
11458,100,2,1,1,"2001-8-3","2001-8-8"
11458,100,6,3,1,"2003-6-22","2003-7-26"
11458,100,7,8,1,"2003-8-9","2003-9-23"
11458,100,5,4,1,"2003-8-20","2003-9-23"
11458,100,5,2,0,"2004-4-30",NULL
11458,100,7,1,0,"2004-6-28",NULL
11458,100,0,1,0,"2004-8-7",NULL
11465,100,5,10,1,"2002-4-12","2002-8-4"
11465,100,6,5,1,"2003-9-27","2004-4-25"
11465,100,4,5,1,"2004-5-29","2004-6-16"
11465,100,4,2,0,"2010-6-23",NULL
11465,100,5,1,0,"2011-8-30",NULL
11488,100,3,5,1,"2000-9-22","2000-9-28"
11488,100,2,3,1,"2000-9-24","2000-9-28"
11488,100,1,6,1,"2001-4-16","2001-4-24"
11488,100,0,8,1,"2001-4-26","2001-5-5"
11488,100,0,2,0,"2009-9-14",NULL
11536,100,5,6,1,"2001-6-30","2002-8-24"
11536,100,6,4,1,"2003-5-10","2003-8-3"
11536,100,7,2,1,"2003-6-1","2003-6-11"
11536,100,4,1,1,"2004-4-25","2004-10-2"
11536,100,6,1,0,"2004-10-2",NULL
11540,100,0,9,1,"2000-8-9","2001-4-10"
11540,100,7,5,1,"2000-9-27","2001-4-26"
11540,100,5,2,1,"2001-4-10","2001-4-26"
11540,100,6,4,1,"2001-4-26","2001-5-23"
11540,100,3,2,1,"2001-5-12","2001-5-23"
11540,100,2,1,1,"2001-5-17","2001-5-23"
11540,100,1,1,1,"2001-5-17","2001-5-23"
11540,100,0,1,0,"2001-9-22",NULL
11540,100,5,1,0,"2001-10-4",NULL
11541,100,5,3,1,"2001-4-11","2001-5-21"
11541,100,6,9,0,"2001-5-21",NULL
11541,100,4,2,1,"2001-6-9","2001-7-14"
11543,100,0,3,1,"2003-8-24","2003-8-29"
11543,100,0,6,0,"2004-5-28",NULL
11543,100,2,1,1,"2004-5-28","2004-9-26"
11543,100,3,3,1,"2004-5-28","2004-10-1"
11543,100,1,3,1,"2004-5-28","2004-10-1"
11543,100,1,1,0,"2004-10-3",NULL
11550,100,5,2,1,"2002-4-7","2002-4-27"
11550,100,0,2,1,"2002-5-3","2002-5-18"
11550,100,3,2,1,"2002-5-3","2002-5-13"
11550,100,1,1,1,"2002-5-8","2002-5-13"
11550,100,7,1,1,"2002-5-8","2002-5-13"
11550,100,6,2,1,"2002-5-13","2002-5-23"
11550,100,5,2,0,"2002-5-23",NULL
11550,100,7,4,0,"2002-5-23",NULL
11560,100,4,3,1,"2001-4-8","2002-5-26"
11560,100,6,3,1,"2002-5-1","2003-6-8"
11560,100,5,4,1,"2005-4-11","2008-6-5"
11560,100,6,1,0,"2008-6-5",NULL
11565,100,0,8,1,"2001-5-6","2001-5-15"
11565,100,2,2,1,"2001-5-9","2001-5-11"
11565,100,3,5,1,"2001-5-18","2001-5-25"
11565,100,1,4,1,"2001-6-24","2001-6-29"
11565,100,0,3,0,"2003-6-14",NULL
11569,100,0,10,1,"2001-6-27","2001-7-17"
11569,100,1,5,1,"2001-7-25","2001-7-31"
11569,100,2,2,1,"2001-9-20","2001-9-22"
11569,100,3,3,1,"2001-9-20","2001-9-23"
11569,100,0,4,0,"2001-10-4",NULL
11569,100,3,2,0,"2001-10-5",NULL
11577,100,5,2,1,"2007-8-1","2007-9-2"
11577,100,4,2,1,"2007-8-14","2007-9-2"
11577,100,6,1,1,"2007-9-2","2008-7-25"
11577,100,4,1,0,"2007-9-8",NULL
11577,100,0,1,1,"2008-6-23","2009-8-5"
11577,100,1,1,1,"2008-6-23","2009-8-5"
11577,100,5,1,0,"2008-7-25",NULL
11581,100,6,5,1,"2001-7-3","2001-8-19"
11581,100,0,3,1,"2001-8-19","2001-9-22"
11581,100,1,1,1,"2001-8-19","2001-8-31"
11581,100,3,2,1,"2001-8-31","2001-9-22"
11581,100,5,5,1,"2002-7-7","2002-9-30"
11581,100,7,5,1,"2002-7-7","2002-9-30"
11581,100,5,1,0,"2004-9-28",NULL
11592,100,2,2,1,"2001-10-3","2001-10-5"
11592,100,1,7,1,"2003-8-15","2003-8-23"
11592,100,0,17,1,"2003-9-1","2003-9-27"
11592,100,3,4,1,"2008-7-29","2008-8-3"
11598,100,5,1,0,"2000-8-7",NULL
11599,100,4,40,1,"2004-4-20","2004-9-26"
11599,100,5,6,1,"2004-6-29","2004-9-26"
11599,100,6,9,1,"2013-4-1","2013-8-9"
11599,100,6,1,0,"2013-8-26",NULL
11599,100,4,1,0,"2013-9-27",NULL
11602,100,0,7,1,"2000-6-25","2000-7-2"
11602,100,2,4,1,"2000-9-16","2000-9-22"
11602,100,3,4,1,"2000-9-16","2000-9-22"
11602,100,1,4,1,"2000-9-16","2000-9-22"
11602,100,0,2,0,"2003-5-26",NULL
11613,100,6,3,1,"2002-7-27","2002-9-7"
11613,100,7,5,1,"2002-8-21","2002-9-19"
11613,100,0,1,1,"2002-8-26","2002-9-2"
11613,100,1,1,1,"2002-8-26","2002-9-2"
11613,100,3,1,1,"2002-9-7","2002-9-12"
11613,100,5,1,1,"2002-9-7","2002-9-19"
11613,100,6,5,0,"2002-9-19",NULL
11613,100,0,1,0,"2003-8-2",NULL
11630,100,1,8,1,"2003-7-30","2003-8-9"
11630,100,0,12,1,"2003-9-20","2004-4-13"
11630,100,2,1,1,"2006-8-29","2006-8-30"
11630,100,3,3,1,"2006-9-15","2006-9-18"
11634,100,4,3,1,"2002-6-2","2002-7-15"
11634,100,5,3,1,"2002-7-23","2002-9-9"
11634,100,6,2,1,"2002-9-9","2003-7-28"
11634,100,5,2,0,"2003-7-28",NULL
11650,100,7,5,1,"2001-6-9","2001-7-6"
11650,100,5,4,1,"2001-6-15","2001-7-6"
11650,100,4,3,1,"2001-8-17","2002-8-5"
11650,100,6,4,1,"2002-5-6","2002-8-19"
11650,100,6,2,0,"2002-9-11",NULL
11675,100,1,3,1,"2001-8-4","2001-8-10"
11675,100,3,3,1,"2001-8-17","2001-8-20"
11675,100,0,5,1,"2002-4-11","2002-5-1"
11675,100,2,1,1,"2002-4-19","2002-4-21"
11693,100,4,12,1,"2000-8-29","2001-5-1"
11693,100,6,3,1,"2000-9-18","2001-4-15"
11693,100,5,9,1,"2001-8-8","2002-7-4"
11693,100,5,2,0,"2002-7-14",NULL
11702,100,2,5,1,"2001-9-5","2001-9-10"
11702,100,0,16,1,"2003-6-21","2003-7-8"
11702,100,3,10,1,"2004-8-20","2004-8-31"
11702,100,1,11,1,"2007-5-1","2007-5-12"
11702,100,0,2,0,"2016-8-11",NULL
11702,100,2,2,0,"2016-8-11",NULL
11702,100,3,2,0,"2016-8-11",NULL
11702,100,1,2,0,"2016-8-11",NULL
11708,100,6,4,1,"2000-6-25","2000-8-19"
11708,100,4,4,1,"2000-7-21","2001-4-25"
11708,100,5,5,1,"2001-6-12","2001-9-2"
11708,100,5,2,0,"2004-7-10",NULL
11710,100,6,1,1,"2000-6-11","2000-7-25"
11710,100,5,1,0,"2000-7-25",NULL
11710,100,0,1,1,"2001-8-31","2001-9-4"
11712,100,0,8,1,"2000-5-21","2000-6-1"
11712,100,2,3,1,"2000-7-26","2000-7-29"
11712,100,3,3,1,"2000-7-26","2000-7-29"
11712,100,1,7,1,"2000-8-11","2000-8-19"
11712,100,0,1,0,"2002-4-27",NULL
11713,100,2,3,1,"2003-8-22","2003-8-27"
11713,100,0,14,1,"2005-6-14","2005-7-2"
11713,100,3,8,1,"2005-8-23","2005-9-2"
11713,100,1,6,1,"2007-5-1","2007-5-9"
11713,100,0,1,0,"2011-9-28",NULL
11713,100,3,1,0,"2011-9-28",NULL
11715,100,4,1,1,"2002-5-19","2002-8-10"
11715,100,5,1,1,"2002-7-5","2002-8-11"
11715,100,6,1,1,"2002-8-11","2002-8-24"
11715,100,5,1,0,"2002-8-24",NULL
11717,100,6,1,1,"2001-7-3","2001-8-14"
11717,100,5,2,0,"2001-8-14",NULL
11719,100,6,1,1,"2000-9-1","2000-9-9"
11719,100,5,2,1,"2000-9-9","2002-7-26"
11719,100,6,4,0,"2002-7-26",NULL
11743,100,0,2,1,"2000-6-9","2001-6-13"
11743,100,1,1,1,"2000-7-14","2001-6-13"
11743,100,4,1,0,"2001-8-7",NULL
11743,100,3,1,1,"2004-6-15","2004-6-20"
11743,100,6,8,1,"2004-9-2","2005-4-27"
11743,100,5,7,1,"2005-7-21","2005-9-29"
11743,100,7,11,1,"2005-7-21","2005-9-29"
11743,100,3,1,0,"2008-6-17",NULL
11743,100,6,4,0,"2008-8-2",NULL
11743,100,7,1,0,"2008-9-14",NULL
11766,100,0,16,1,"2003-6-25","2003-7-11"
11766,100,1,11,1,"2004-6-13","2004-6-26"
11766,100,3,6,1,"2009-9-12","2009-9-18"
11766,100,2,3,1,"2010-4-11","2010-4-14"
11766,100,0,1,0,"2012-10-3",NULL
11768,100,0,1,1,"2000-9-1","2000-9-4"
11768,100,0,2,0,"2000-9-27",NULL
11768,100,3,2,0,"2000-9-27",NULL
11770,100,0,26,1,"2002-9-5","2003-4-3"
11770,100,3,7,1,"2003-6-5","2003-6-13"
11770,100,1,11,1,"2004-5-7","2004-5-19"
11770,100,2,3,1,"2007-9-7","2007-9-10"
11770,100,0,2,0,"2017-9-30",NULL
11770,100,1,2,0,"2017-9-30",NULL
11774,100,1,9,1,"2001-5-9","2001-5-24"
11774,100,0,9,1,"2001-7-31","2001-9-1"
11774,100,2,1,1,"2003-9-19","2003-9-20"
11774,100,3,2,1,"2003-9-28","2004-3-31"
11784,100,7,7,1,"2000-7-31","2000-9-10"
11784,100,6,3,1,"2002-4-26","2002-6-26"
11784,100,4,8,1,"2002-7-5","2004-8-15"
11784,100,5,4,1,"2008-6-16","2010-7-4"
11784,100,6,3,0,"2010-7-4",NULL
11784,100,4,1,0,"2011-8-29",NULL
11805,100,6,3,1,"2000-4-5","2000-4-30"
11805,100,7,1,1,"2000-4-10","2000-4-15"
11805,100,7,1,0,"2000-4-30",NULL
11805,100,4,1,1,"2000-5-3","2000-5-17"
11805,100,5,1,1,"2000-5-23","2000-6-13"
11805,100,5,2,0,"2000-6-28",NULL
11805,100,4,2,0,"2000-7-19",NULL
11814,100,7,5,1,"2000-8-2","2000-8-29"
11814,100,1,1,1,"2000-8-13","2000-8-18"
11814,100,0,1,1,"2000-8-23","2000-9-4"
11814,100,5,2,1,"2000-9-4","2000-9-25"
11814,100,6,3,1,"2000-9-25","2001-5-23"
11814,100,5,1,0,"2001-5-23",NULL
11814,100,7,1,0,"2001-5-23",NULL
11814,100,4,2,0,"2001-6-22",NULL
11834,100,0,2,1,"2000-4-13","2000-5-5"
11834,100,3,1,1,"2000-4-13","2000-4-20"
11834,100,1,1,1,"2000-5-5","2000-5-10"
11904,100,1,2,1,"2001-5-21","2001-6-1"
11904,100,0,2,1,"2003-5-4","2003-5-15"
11904,100,7,9,1,"2004-6-5","2004-7-26"
11904,100,5,3,1,"2004-6-16","2004-7-26"
11904,100,6,12,1,"2004-8-16","2005-5-26"
11904,100,3,2,1,"2005-4-17","2005-4-27"
11904,100,6,1,0,"2005-7-29",NULL
11909,100,0,1,1,"2000-9-3","2000-9-29"
11920,100,7,4,1,"2001-4-21","2001-6-2"
11920,100,5,2,1,"2001-8-11","2001-8-30"
11920,100,6,6,1,"2002-5-10","2002-6-19"
11920,100,5,4,0,"2003-4-20",NULL
11920,100,4,4,0,"2003-4-27",NULL
11920,100,7,1,0,"2003-6-13",NULL
11920,100,0,2,1,"2004-8-27","2004-9-22"
11920,100,3,2,1,"2004-8-27","2004-9-22"
11920,100,1,1,1,"2004-9-15","2004-9-22"
11921,100,5,5,1,"2001-10-1","2002-4-26"
11921,100,2,1,1,"2003-4-18","2003-4-23"
11921,100,0,4,1,"2003-5-2","2003-5-28"
11921,100,6,8,1,"2003-6-8","2003-9-11"
11921,100,4,1,1,"2005-4-5","2005-4-27"
11921,100,7,6,1,"2005-6-23","2005-9-11"
11921,100,4,1,0,"2005-7-7",NULL
11921,100,1,1,1,"2008-8-3","2008-8-8"
11921,100,3,1,1,"2008-8-14","2008-9-27"
11921,100,7,2,0,"2008-8-14",NULL
11921,100,5,1,0,"2009-6-20",NULL
11947,100,4,75,1,"2005-6-6","2006-9-25"
11947,100,6,4,1,"2005-7-14","2006-5-26"
11947,100,5,5,1,"2007-7-24","2008-4-30"
11947,100,6,2,0,"2008-8-23",NULL
11947,100,4,5,0,"2008-9-2",NULL
11955,100,7,1,0,"2000-6-23",NULL
11965,100,1,1,1,"2000-6-4","2000-7-7"
11965,100,0,1,1,"2001-7-25","2001-8-6"
11970,100,5,1,0,"2002-8-29",NULL
11971,100,0,2,1,"2004-7-20","2004-7-30"
11971,100,2,1,1,"2004-7-25","2004-7-30"
11971,100,3,1,1,"2004-7-25","2004-7-30"
11971,100,1,1,1,"2004-7-25","2004-7-30"
11971,100,1,2,0,"2004-9-9",NULL
11971,100,0,1,0,"2004-10-3",NULL
